x	y	Cell_class	Neuron_cluster_ID	z	bregma
-1799x-143	-1798.870109	-143.2690288	Inhibitory	I-14	MPN	-0.14
-1796x-75	-1795.643683	-75.16248858	Excitatory	E-19	MPN	-0.14
-1795x-93	-1795.317836	-93.16083927	Astrocyte		MPN	-0.14
-1785x-78	-1784.786736	-78.36618436	Excitatory	E-7	MPN	-0.14
-1785x-191	-1784.862469	-191.1072249	Inhibitory	I-2	MPN	-0.14
-1783x-158	-1783.109256	-157.9615245	Inhibitory	I-11	MPN	-0.14
-1781x-224	-1781.285662	-223.8862509	Excitatory	E-12	MPN	-0.14
-1777x-178	-1777.280493	-178.0504434	Endothelial 1		MPN	-0.14
-1776x-241	-1775.591215	-240.909486	Inhibitory	I-11	MPN	-0.14
-1767x-76	-1766.567325	-76.48299755	Excitatory	E-12	MPN	-0.14
-1764x-88	-1764.219826	-88.41191107	Inhibitory	I-11	MPN	-0.14
-1759x-207	-1758.521739	-207.4100016	Inhibitory	I-12	MPN	-0.14
-1753x-180	-1752.66446	-180.2881742	Inhibitory	I-15	MPN	-0.14
-1750x-89	-1749.782933	-88.53470692	Inhibitory	I-12	MPN	-0.14
-1747x-123	-1747.143765	-123.4223431	Inhibitory	I-11	MPN	-0.14
-1752x-219	-1751.827452	-219.1092187	Astrocyte		MPN	-0.14
-1743x-246	-1742.957851	-246.018626	Excitatory	E-12	MPN	-0.14
-1740x-220	-1740.269607	-220.0495595	Inhibitory	I-12	MPN	-0.14
-1908x-183	-1908.394428	-182.850125	Inhibitory	I-15	MPN	-0.14
-1906x-94	-1905.561218	-94.16233959	Inhibitory	I-7	MPN	-0.14
-1880x-219	-1879.711384	-219.4419168	Excitatory	E-17	MPN	-0.14
-1873x-149	-1872.672422	-148.9707976	Inhibitory	I-11	MPN	-0.14
-1853x-105	-1852.96058	-105.4602279	Excitatory	E-7	MPN	-0.14
-1845x-201	-1844.553899	-200.6391156	Excitatory	E-20	MPN	-0.14
-1837x-136	-1837.372774	-135.9476803	Excitatory	E-17	MPN	-0.14
-1830x-240	-1830.315151	-240.1374087	Inhibitory	I-15	MPN	-0.14
-1915x-128	-1914.555777	-128.3761054	Excitatory	E-8	MPN	-0.14
-1908x-71	-1908.067891	-70.70221255	Excitatory	E-8	MPN	-0.14
-1869x-156	-1868.760673	-155.6967501	Inhibitory	I-15	MPN	-0.14
-1838x-126	-1838.258078	-126.3289565	Inhibitory	I-12	MPN	-0.14
-1816x-197	-1816.234093	-196.6706687	Inhibitory	I-15	MPN	-0.14
-1786x-169	-1785.565054	-169.2498084	Inhibitory	I-11	MPN	-0.14
-1782x-103	-1781.57656	-103.1808329	Inhibitory	I-11	MPN	-0.14
-1765x-110	-1764.586628	-109.6508366	Inhibitory	I-14	MPN	-0.14
-1760x-100	-1759.763348	-99.92128252	Inhibitory	I-34	MPN	-0.14
-1743x-138	-1743.205799	-138.2141069	Inhibitory	I-2	MPN	-0.14
-1739x-108	-1738.932375	-108.3384433	Inhibitory	I-11	MPN	-0.14
-1872x-106	-1871.74419	-105.5293186	Astrocyte		MPN	-0.14
-1870x-206	-1869.519799	-205.6138982	Inhibitory	I-15	MPN	-0.14
-1858x-199	-1858.457036	-198.527238	Inhibitory	I-15	MPN	-0.14
-1854x-196	-1853.837498	-195.7359756	Inhibitory	I-15	MPN	-0.14
-1902x-203	-1901.563186	-203.1766321	Inhibitory	I-8	MPN	-0.14
-1898x-167	-1898.077093	-166.677593	Inhibitory	I-15	MPN	-0.14
-1882x-212	-1881.523524	-212.1787172	Inhibitory	I-15	MPN	-0.14
-1775x-199	-1775.31611	-198.632049	Inhibitory	I-11	MPN	-0.14
-1752x-136	-1751.828789	-135.9092407	Inhibitory	I-11	MPN	-0.14
-1928x-356	-1928.21215	-355.8456593	Inhibitory	I-14	MPN	-0.14
-1920x-316	-1920.40439	-315.6095063	Inhibitory	I-11	MPN	-0.14
-1916x-291	-1916.093148	-291.3850227	Inhibitory	I-15	MPN	-0.14
-1916x-304	-1915.647355	-304.1058162	Endothelial 1		MPN	-0.14
-1912x-412	-1911.688452	-411.9998754	Excitatory	E-8	MPN	-0.14
-1913x-345	-1912.608378	-345.0074425	Excitatory	E-15	MPN	-0.14
-1912x-428	-1911.584837	-427.6014406	Excitatory	E-15	MPN	-0.14
-1910x-337	-1909.779422	-336.7135296	Inhibitory	I-34	MPN	-0.14
-1904x-388	-1903.833843	-387.7665185	Inhibitory	I-15	MPN	-0.14
-1896x-412	-1896.091238	-411.8817518	Inhibitory	I-7	MPN	-0.14
-1898x-433	-1897.847591	-433.3930429	Excitatory	E-15	MPA	-0.14
-1896x-380	-1895.639842	-380.2466133	Microglia		MPN	-0.14
-1896x-343	-1896.384093	-342.9705589	Inhibitory	I-15	MPN	-0.14
-1892x-305	-1892.326194	-305.3362575	Endothelial 2		MPN	-0.14
-1888x-278	-1887.853449	-277.9564195	Inhibitory	I-15	MPN	-0.14
-1881x-321	-1880.529652	-321.3769689	Inhibitory	I-15	MPN	-0.14
-1878x-409	-1878.082135	-408.9151772	Excitatory	E-15	MPN	-0.14
-1876x-299	-1876.413303	-299.1883905	Astrocyte		MPN	-0.14
-1876x-374	-1876.120123	-374.107019	Inhibitory	I-15	MPN	-0.14
-1870x-279	-1870.073003	-279.0288912	Inhibitory	I-12	MPN	-0.14
-1869x-442	-1868.701781	-441.5667729	Astrocyte		MPA	-0.14
-1867x-313	-1867.289566	-313.2075936	Inhibitory	I-34	MPN	-0.14
-1859x-270	-1859.253607	-269.943417	Excitatory	E-19	MPN	-0.14
-1853x-331	-1853.141702	-330.5847935	Inhibitory	I-12	MPN	-0.14
-1853x-301	-1853.053592	-301.1866031	Inhibitory	I-12	MPN	-0.14
-1855x-409	-1854.55197	-408.7196262	Endothelial 1		MPN	-0.14
-1850x-323	-1849.84832	-323.1424507	Inhibitory	I-3	MPN	-0.14
-1852x-433	-1851.816879	-432.8567285	Inhibitory	I-7	MPA	-0.14
-1850x-423	-1850.233467	-423.3094219	Excitatory	E-15	MPN	-0.14
-1845x-448	-1845.126435	-447.9415398	Inhibitory	I-7	MPA	-0.14
-1843x-430	-1843.229444	-430.2365955	Inhibitory	I-2	MPA	-0.14
-1841x-322	-1841.1134	-321.9594436	Inhibitory	I-12	MPN	-0.14
-1842x-389	-1842.463492	-388.7819064	Excitatory	E-8	MPN	-0.14
-1841x-306	-1840.842414	-306.4674871	Inhibitory	I-1	MPN	-0.14
-1837x-411	-1837.021276	-411.3624235	Excitatory	E-15	MPN	-0.14
-1831x-360	-1830.737639	-360.1110816	Inhibitory	I-11	MPN	-0.14
-1830x-296	-1829.761268	-295.6652659	Excitatory	E-12	MPN	-0.14
-1827x-341	-1827.470489	-341.251342	Inhibitory	I-11	MPN	-0.14
-1823x-444	-1823.013454	-443.570552	OD Immature 1		MPA	-0.14
-1820x-349	-1819.691162	-349.0003781	Inhibitory	I-15	MPN	-0.14
-1813x-413	-1813.47376	-412.576074	Excitatory	E-15	MPN	-0.14
-1814x-312	-1814.008603	-312.2361964	Astrocyte		MPN	-0.14
-1817x-277	-1816.998902	-276.8253567	OD Immature 1		MPN	-0.14
-1808x-333	-1808.121848	-332.9079145	Excitatory	E-11	MPN	-0.14
-1798x-406	-1797.677394	-406.1717576	Excitatory	E-15	MPN	-0.14
-1779x-338	-1778.965688	-338.1140523	Endothelial 1		MPN	-0.14
-1777x-354	-1777.432044	-354.1435118	Inhibitory	I-15	MPN	-0.14
-1778x-378	-1778.248325	-377.8912223	Excitatory	E-24	MPN	-0.14
-1771x-331	-1770.838364	-331.0358219	Inhibitory	I-12	MPN	-0.14
-1766x-412	-1766.498831	-411.7313187	Astrocyte		MPA	-0.14
-1770x-432	-1769.733962	-431.9105977	Excitatory	E-8	MPA	-0.14
-1765x-282	-1765.190698	-282.199307	Excitatory	E-15	MPN	-0.14
-1766x-447	-1766.357533	-446.5939684	Inhibitory	I-12	MPA	-0.14
-1749x-290	-1749.494948	-289.9317887	Inhibitory	I-7	MPN	-0.14
-1752x-388	-1751.561934	-387.7581002	Astrocyte		MPN	-0.14
-1746x-394	-1746.243559	-394.2767452	Astrocyte		MPN	-0.14
-1738x-423	-1737.763281	-422.9738653	Excitatory	E-7	MPA	-0.14
-1913x-362	-1912.58189	-361.9301046	Excitatory	E-15	MPN	-0.14
-1899x-357	-1898.888398	-356.7372092	Inhibitory	I-15	MPN	-0.14
-1876x-438	-1875.513352	-438.1226511	Inhibitory	I-7	MPA	-0.14
-1875x-384	-1875.328223	-383.8902516	Inhibitory	I-11	MPN	-0.14
-1871x-355	-1870.603061	-354.7456906	Inhibitory	I-11	MPN	-0.14
-1823x-337	-1822.747046	-337.3372332	Inhibitory	I-12	MPN	-0.14
-1794x-345	-1793.783954	-344.5972407	Inhibitory	I-15	MPN	-0.14
-1785x-430	-1785.311192	-430.427706	Excitatory	E-15	MPA	-0.14
-1914x-319	-1913.638993	-318.9688347	Inhibitory	I-15	MPN	-0.14
-1892x-376	-1891.69684	-375.5546249	Excitatory	E-8	MPN	-0.14
-1872x-420	-1871.933663	-420.1400672	Excitatory	E-12	MPN	-0.14
-1848x-375	-1848.479318	-374.7517294	Excitatory	E-8	MPN	-0.14
-1808x-444	-1807.967418	-443.5034019	Inhibitory	I-7	MPA	-0.14
-1808x-432	-1808.141917	-431.9112353	Excitatory	E-15	MPA	-0.14
-1792x-309	-1791.855639	-309.2558675	Excitatory	E-12	MPN	-0.14
-1786x-386	-1786.003411	-386.2530506	OD Immature 1		MPN	-0.14
-1756x-358	-1755.518648	-357.9342343	Inhibitory	I-11	MPN	-0.14
-1746x-385	-1745.758184	-385.0647736	Excitatory	E-12	MPN	-0.14
-1812x-355	-1811.983114	-354.5382433	Inhibitory	I-7	MPN	-0.14
-1777x-321	-1776.895082	-320.5868555	Inhibitory	I-12	MPN	-0.14
-1775x-396	-1775.419781	-395.5917836	Excitatory	E-24	MPN	-0.14
-1921x-380	-1921.315989	-380.0987438	Inhibitory	I-15	MPN	-0.14
-1907x-380	-1906.675322	-379.5081176	Inhibitory	I-15	MPN	-0.14
-1906x-396	-1906.095328	-396.3579714	Inhibitory	I-34	MPN	-0.14
-1900x-290	-1899.625741	-289.8442532	Inhibitory	I-15	MPN	-0.14
-1883x-393	-1883.134044	-393.4814907	Excitatory	E-24	MPN	-0.14
-1865x-398	-1865.185622	-398.4223985	Inhibitory	I-34	MPN	-0.14
-1846x-409	-1845.533142	-409.0829757	Inhibitory	I-15	MPN	-0.14
-1836x-386	-1835.889087	-385.8691969	Microglia		MPN	-0.14
-1826x-408	-1826.470413	-407.9181176	Inhibitory	I-34	MPN	-0.14
-1814x-330	-1814.466299	-330.2871478	Excitatory	E-17	MPN	-0.14
-1802x-383	-1802.158629	-382.6252351	Inhibitory	I-16	MPN	-0.14
-1800x-321	-1800.393254	-321.426702	Inhibitory	I-15	MPN	-0.14
-1789x-338	-1789.464325	-337.8500847	Inhibitory	I-12	MPN	-0.14
-1914x-477	-1913.975626	-477.0543624	Inhibitory	I-7	MPA	-0.14
-1915x-506	-1914.508523	-506.0430459	Excitatory	E-15	MPA	-0.14
-1905x-536	-1905.301729	-535.6751554	Inhibitory	I-7	MPA	-0.14
-1900x-483	-1900.118141	-482.7733527	Endothelial 1		MPA	-0.14
-1896x-505	-1895.97035	-505.3225123	Inhibitory	I-7	MPA	-0.14
-1893x-494	-1892.65167	-493.9121179	Inhibitory	I-7	MPA	-0.14
-1891x-586	-1890.7317	-586.1780249	Inhibitory	I-11	MPA	-0.14
-1890x-517	-1889.882892	-516.7993515	OD Mature 2		MPA	-0.14
-1883x-600	-1882.820836	-599.5682399	Inhibitory	I-7	MPA	-0.14
-1884x-540	-1883.613291	-539.6671835	Microglia		MPA	-0.14
-1877x-547	-1876.790006	-547.3356711	Inhibitory	I-22	MPA	-0.14
-1866x-485	-1866.316925	-485.3032342	Excitatory	E-15	MPA	-0.14
-1872x-512	-1871.61714	-511.7386874	Inhibitory	I-7	MPA	-0.14
-1861x-500	-1860.882086	-500.2229447	Inhibitory	I-7	MPA	-0.14
-1856x-574	-1856.125	-574.4461115	Astrocyte		MPA	-0.14
-1855x-524	-1855.38807	-524.2185373	Astrocyte		MPA	-0.14
-1847x-514	-1846.637295	-513.5291887	Inhibitory	I-7	MPA	-0.14
-1841x-527	-1840.858771	-526.6704905	Inhibitory	I-7	MPA	-0.14
-1844x-595	-1843.842214	-594.8365356	Inhibitory	I-7	MPA	-0.14
-1839x-508	-1839.351162	-508.4148543	Inhibitory	I-7	MPA	-0.14
-1838x-475	-1837.960142	-475.2559798	Inhibitory	I-7	MPA	-0.14
-1838x-557	-1837.766104	-557.4251104	Inhibitory	I-7	MPA	-0.14
-1835x-546	-1834.946045	-546.3980485	Inhibitory	I-7	MPA	-0.14
-1828x-601	-1827.573457	-601.4180996	Inhibitory	I-7	MPA	-0.14
-1821x-532	-1820.833279	-531.5792253	Inhibitory	I-7	MPA	-0.14
-1813x-581	-1812.842923	-580.9080141	Inhibitory	I-7	MPA	-0.14
-1806x-598	-1806.134198	-598.3586356	Inhibitory	I-7	MPA	-0.14
-1805x-527	-1805.492996	-526.51635	Astrocyte		MPA	-0.14
-1800x-473	-1800.230433	-473.2593931	Excitatory	E-15	MPA	-0.14
-1797x-578	-1796.628135	-577.8826932	Endothelial 1		MPA	-0.14
-1784x-554	-1784.089514	-553.6042134	Inhibitory	I-7	MPA	-0.14
-1776x-572	-1775.744311	-571.8236608	Excitatory	E-23	MPA	-0.14
-1768x-540	-1768.208614	-539.5839604	Excitatory	E-1	MPA	-0.14
-1766x-602	-1766.426533	-602.0742429	Inhibitory	I-7	MPA	-0.14
-1766x-489	-1765.547965	-488.898331	Excitatory	E-24	MPA	-0.14
-1766x-522	-1766.200853	-521.5995724	Excitatory	E-3	MPA	-0.14
-1765x-499	-1764.942385	-498.9052261	Astrocyte		MPA	-0.14
-1763x-510	-1762.502169	-509.8636169	Inhibitory	I-7	MPA	-0.14
-1758x-619	-1757.62312	-619.1635814	Astrocyte		MPA	-0.14
-1753x-583	-1752.728144	-582.7661476	Inhibitory	I-7	MPA	-0.14
-1751x-604	-1751.138742	-604.2882096	Inhibitory	I-7	MPA	-0.14
-1742x-593	-1741.947058	-592.7610717	Inhibitory	I-7	MPA	-0.14
-1880x-579	-1879.939831	-578.8771025	OD Immature 1		MPA	-0.14
-1811x-504	-1810.942552	-504.3686649	Inhibitory	I-12	MPA	-0.14
-1775x-600	-1775.3864	-599.9303902	Microglia		MPA	-0.14
-1754x-492	-1753.784595	-491.7632723	Inhibitory	I-7	MPA	-0.14
-1906x-592	-1905.722087	-592.4880367	Endothelial 1		MPA	-0.14
-1900x-584	-1899.543538	-583.753501	Inhibitory	I-7	MPA	-0.14
-1870x-568	-1870.371701	-567.6841193	OD Immature 1		MPA	-0.14
-1799x-610	-1799.071821	-610.2894436	Inhibitory	I-22	MPA	-0.14
-1778x-611	-1777.804546	-611.0104632	Astrocyte		MPA	-0.14
-1765x-583	-1764.82895	-583.1964409	Inhibitory	I-7	MPA	-0.14
-1847x-482	-1846.6406	-481.6524146	Inhibitory	I-7	MPA	-0.14
-1901x-564	-1901.377216	-564.0460099	Inhibitory	I-7	MPA	-0.14
-1857x-610	-1856.930285	-609.971694	Astrocyte		MPA	-0.14
-1824x-596	-1823.784029	-595.9934593	Inhibitory	I-13	MPA	-0.14
-1799x-602	-1799.362439	-602.1445689	Inhibitory	I-6	MPA	-0.14
-1783x-596	-1782.637914	-595.7450109	Inhibitory	I-7	MPA	-0.14
-1764x-558	-1763.820187	-557.6982467	Inhibitory	I-7	MPA	-0.14
-1741x-625	-1741.125512	-624.7473022	Inhibitory	I-7	MPA	-0.14
-1737x-472	-1737.21325	-472.4037554	Endothelial 1		MPA	-0.14
-1719x-475	-1718.936635	-474.5971499	Inhibitory	I-7	MPA	-0.14
-1714x-583	-1714.203339	-583.4422513	Astrocyte		MPA	-0.14
-1713x-639	-1712.811743	-639.3330206	Inhibitory	I-1	MPA	-0.14
-1706x-477	-1706.030894	-477.1682997	Excitatory	E-7	MPA	-0.14
-1707x-510	-1706.597249	-510.4931426	Astrocyte		MPA	-0.14
-1702x-546	-1702.297478	-545.8435981	Excitatory	E-18	MPA	-0.14
-1703x-612	-1703.4335	-612.2691091	Inhibitory	I-7	MPA	-0.14
-1705x-494	-1704.552733	-494.2048935	Endothelial 1		MPA	-0.14
-1687x-505	-1686.851433	-505.2591049	Astrocyte		MPA	-0.14
-1685x-579	-1684.928983	-578.7964854	Astrocyte		MPA	-0.14
-1680x-562	-1679.617457	-561.8661734	Inhibitory	I-30	MPA	-0.14
-1679x-618	-1678.526551	-618.0030811	Inhibitory	I-7	MPA	-0.14
-1673x-635	-1673.262696	-635.1211657	Astrocyte		MPA	-0.14
-1670x-525	-1669.644748	-524.9527675	Inhibitory	I-7	MPA	-0.14
-1666x-612	-1665.951904	-611.6622047	Inhibitory	I-7	MPA	-0.14
-1662x-589	-1662.259854	-588.9961142	Excitatory	E-15	MPA	-0.14
-1663x-572	-1663.136465	-572.3487844	Endothelial 1		MPA	-0.14
-1663x-511	-1662.514628	-511.2064234	Excitatory	E-3	MPA	-0.14
-1662x-554	-1661.941456	-553.5801342	OD Immature 1		MPA	-0.14
-1649x-642	-1649.152187	-641.8088518	Endothelial 1		MPA	-0.14
-1655x-530	-1654.608648	-530.0855781	Excitatory	E-7	MPA	-0.14
-1646x-569	-1646.101391	-568.7400832	Microglia		MPA	-0.14
-1646x-496	-1645.517935	-495.6169885	Excitatory	E-18	MPA	-0.14
-1640x-574	-1640.427417	-573.5210793	Inhibitory	I-7	MPA	-0.14
-1637x-474	-1636.599495	-473.711999	Endothelial 1		MPA	-0.14
-1629x-487	-1629.449011	-486.5801956	Excitatory	E-7	MPA	-0.14
-1629x-592	-1628.546363	-592.0760658	Excitatory	E-24	MPA	-0.14
-1612x-641	-1612.128829	-640.8887367	Astrocyte		MPA	-0.14
-1612x-542	-1611.944171	-542.0838	Inhibitory	I-7	MPA	-0.14
-1595x-483	-1594.97443	-482.7905931	Astrocyte		MPA	-0.14
-1596x-465	-1596.498457	-465.3204179	Astrocyte		MPA	-0.14
-1583x-476	-1582.583592	-476.2458151	Pericytes		MPA	-0.14
-1580x-498	-1579.593685	-497.7632167	Pericytes		MPA	-0.14
-1577x-556	-1576.593269	-555.5753767	Excitatory	E-24	MPA	-0.14
-1579x-616	-1579.297348	-615.5871359	Inhibitory	I-7	MPA	-0.14
-1572x-531	-1572.303834	-531.2181188	Astrocyte		MPA	-0.14
-1568x-473	-1568.233068	-473.0251436	Pericytes		MPA	-0.14
-1563x-490	-1563.475269	-490.0272233	Excitatory	E-3	MPA	-0.14
-1565x-563	-1565.054721	-562.7992942	Excitatory	E-3	MPA	-0.14
-1552x-510	-1552.306032	-509.5706606	Excitatory	E-3	MPA	-0.14
-1551x-542	-1550.523207	-542.3051686	Excitatory	E-3	MPA	-0.14
-1724x-615	-1723.562367	-615.2517687	Excitatory	E-23	MPA	-0.14
-1725x-536	-1724.575523	-535.6709951	Inhibitory	I-7	MPA	-0.14
-1681x-635	-1681.466936	-634.9383822	Inhibitory	I-7	MPA	-0.14
-1677x-584	-1677.061669	-584.2377793	OD Immature 1		MPA	-0.14
-1671x-475	-1671.160454	-474.9124973	OD Immature 1		MPA	-0.14
-1645x-622	-1644.772787	-621.7838733	Excitatory	E-23	MPA	-0.14
-1621x-599	-1620.75674	-599.0672928	Inhibitory	I-7	MPA	-0.14
-1598x-498	-1598.086389	-498.3232873	Endothelial 2		MPA	-0.14
-1595x-535	-1594.868601	-534.7332253	Excitatory	E-3	MPA	-0.14
-1587x-504	-1587.353037	-504.4138476	Pericytes		MPA	-0.14
-1562x-622	-1561.557836	-622.0943772	Microglia		MPA	-0.14
-1557x-529	-1557.325816	-529.3744391	Excitatory	E-19	MPA	-0.14
-1555x-573	-1554.822197	-573.3799355	Astrocyte		MPA	-0.14
-1549x-522	-1549.157805	-521.8180881	Inhibitory	I-7	MPA	-0.14
-1697x-587	-1697.192166	-586.9451828	Excitatory	E-3	MPA	-0.14
-1693x-563	-1693.014219	-562.6481747	Inhibitory	I-7	MPA	-0.14
-1636x-507	-1636.128256	-507.3429294	Inhibitory	I-7	MPA	-0.14
-1596x-473	-1596.278478	-472.9115981	OD Immature 1		MPA	-0.14
-1590x-603	-1590.262792	-602.8425444	Astrocyte		MPA	-0.14
-1577x-471	-1577.252006	-470.8211436	Pericytes		MPA	-0.14
-1707x-598	-1707.125798	-598.3220924	Inhibitory	I-30	MPA	-0.14
-1697x-509	-1697.372714	-508.693326	Excitatory	E-1	MPA	-0.14
-1614x-567	-1613.579982	-566.7400679	Excitatory	E-24	MPA	-0.14
-1602x-612	-1601.519027	-612.2298043	Endothelial 2		MPA	-0.14
-1586x-492	-1585.876025	-492.4834931	Pericytes		MPA	-0.14
-1581x-595	-1581.32351	-595.1182887	Inhibitory	I-7	MPA	-0.14
-1720x-327	-1719.537959	-327.4113318	Inhibitory	I-1	MPN	-0.14
-1713x-412	-1713.210218	-412.2916027	Inhibitory	I-7	MPA	-0.14
-1713x-380	-1713.403086	-380.2330359	Excitatory	E-15	MPN	-0.14
-1714x-363	-1714.306519	-363.0170367	Microglia		MPN	-0.14
-1711x-270	-1711.094422	-270.2847365	Excitatory	E-7	MPN	-0.14
-1703x-371	-1702.979148	-370.6768484	Inhibitory	I-7	MPN	-0.14
-1702x-279	-1701.680701	-278.7434243	Inhibitory	I-12	MPN	-0.14
-1693x-338	-1693.113922	-337.7670934	Endothelial 1		MPN	-0.14
-1693x-418	-1692.754652	-417.8980336	Inhibitory	I-14	MPA	-0.14
-1691x-300	-1690.556542	-299.7159796	Endothelial 1		MPN	-0.14
-1679x-382	-1679.246949	-382.2163807	Inhibitory	I-7	MPA	-0.14
-1677x-328	-1676.624156	-327.8681877	Excitatory	E-12	MPN	-0.14
-1674x-346	-1674.019292	-346.0394857	Excitatory	E-8	MPN	-0.14
-1673x-411	-1673.155925	-410.5918161	Inhibitory	I-3	MPA	-0.14
-1670x-399	-1669.795267	-399.4358503	Excitatory	E-7	MPA	-0.14
-1663x-314	-1663.48477	-313.8803163	Inhibitory	I-14	MPN	-0.14
-1658x-334	-1657.670164	-333.7666786	Inhibitory	I-3	MPN	-0.14
-1656x-275	-1655.751908	-275.0764008	Inhibitory	I-12	MPN	-0.14
-1644x-446	-1643.853084	-445.916172	Excitatory	E-12	MPA	-0.14
-1645x-402	-1645.135058	-401.5724675	OD Mature 2		MPA	-0.14
-1642x-355	-1641.774026	-355.3343187	Inhibitory	I-12	MPA	-0.14
-1637x-439	-1636.533449	-439.4595765	Excitatory	E-2	MPA	-0.14
-1635x-265	-1634.652491	-265.2013631	Inhibitory	I-12	MPN	-0.14
-1624x-297	-1624.490161	-296.7889253	Inhibitory	I-12	MPN	-0.14
-1620x-355	-1620.472392	-354.8936356	Inhibitory	I-3	MPA	-0.14
-1624x-397	-1623.793581	-397.1713019	Inhibitory	I-21	MPA	-0.14
-1620x-335	-1619.70415	-335.2421605	Endothelial 1		MPA	-0.14
-1623x-308	-1622.554828	-308.1298945	Excitatory	E-24	MPN	-0.14
-1617x-266	-1616.89773	-266.1985308	Inhibitory	I-11	MPN	-0.14
-1611x-356	-1611.298664	-356.35247	Inhibitory	I-7	MPA	-0.14
-1606x-423	-1605.705622	-422.8150856	Inhibitory	I-1	MPA	-0.14
-1594x-380	-1593.786906	-379.6554265	Excitatory	E-24	MPA	-0.14
-1598x-276	-1597.906083	-275.7400407	Inhibitory	I-11	MPN	-0.14
-1598x-333	-1597.721185	-332.706537	Inhibitory	I-12	MPA	-0.14
-1592x-367	-1592.492838	-367.0216328	Astrocyte		MPA	-0.14
-1592x-303	-1592.194699	-302.7815488	Excitatory	E-20	MPA	-0.14
-1588x-343	-1588.211001	-343.0697983	Excitatory	E-24	MPA	-0.14
-1584x-294	-1584.266017	-293.5265039	Inhibitory	I-11	MPA	-0.14
-1581x-434	-1580.851654	-434.0902143	Excitatory	E-12	MPA	-0.14
-1568x-329	-1567.82647	-328.7164496	Excitatory	E-24	MPA	-0.14
-1565x-391	-1565.245009	-391.0009955	Inhibitory	I-13	MPA	-0.14
-1563x-432	-1563.165719	-432.3360369	Excitatory	E-7	MPA	-0.14
-1562x-353	-1561.626393	-353.3270586	Excitatory	E-19	MPA	-0.14
-1555x-290	-1555.174555	-289.8639248	Excitatory	E-15	MPA	-0.14
-1553x-385	-1552.598148	-384.9187761	Endothelial 3		MPA	-0.14
-1548x-355	-1547.764329	-355.048707	Inhibitory	I-11	MPA	-0.14
-1545x-317	-1544.725917	-317.4316151	Inhibitory	I-7	MPA	-0.14
-1718x-436	-1718.184364	-435.9121862	Astrocyte		MPA	-0.14
-1712x-307	-1711.634315	-307.4637902	Astrocyte		MPN	-0.14
-1683x-289	-1682.543557	-288.9736407	Excitatory	E-12	MPN	-0.14
-1672x-282	-1672.346753	-281.6781815	Inhibitory	I-12	MPN	-0.14
-1659x-419	-1659.309524	-418.7768729	Excitatory	E-15	MPA	-0.14
-1646x-372	-1645.547874	-372.0365287	Inhibitory	I-12	MPA	-0.14
-1612x-280	-1612.035509	-280.058023	OD Immature 1		MPN	-0.14
-1579x-407	-1579.478122	-406.9410242	Astrocyte		MPA	-0.14
-1560x-317	-1560.018322	-317.082874	Inhibitory	I-12	MPA	-0.14
-1605x-443	-1605.251146	-442.5288197	Inhibitory	I-1	MPA	-0.14
-1593x-310	-1592.960393	-310.056121	Inhibitory	I-12	MPA	-0.14
-1568x-374	-1567.839067	-373.819662	Inhibitory	I-12	MPA	-0.14
-1563x-406	-1562.974914	-406.0418699	Inhibitory	I-7	MPA	-0.14
-1656x-447	-1656.37742	-446.7555644	Excitatory	E-18	MPA	-0.14
-1586x-328	-1585.695089	-327.7608208	Inhibitory	I-12	MPA	-0.14
-1548x-287	-1548.404732	-286.573614	Inhibitory	I-11	MPA	-0.14
-1546x-301	-1546.03252	-301.4140928	Inhibitory	I-12	MPA	-0.14
-1669x-381	-1668.574979	-380.7755135	Inhibitory	I-11	MPA	-0.14
-1617x-372	-1616.886027	-372.3682387	Inhibitory	I-1	MPA	-0.14
-1574x-443	-1574.02817	-442.9874709	OD Mature 1		MPA	-0.14
-1546x-419	-1546.288103	-418.7260334	Excitatory	E-18	MPA	-0.14
-1548x-391	-1547.587183	-390.7204544	OD Mature 2		MPA	-0.14
-1719x-156	-1719.42662	-156.3399292	Microglia		MPN	-0.14
-1714x-164	-1713.889953	-164.3985348	Inhibitory	I-12	MPN	-0.14
-1710x-72	-1710.304407	-71.53337578	Endothelial 3		MPN	-0.14
-1711x-179	-1710.790105	-179.0183556	Inhibitory	I-14	MPN	-0.14
-1705x-242	-1705.386472	-242.033027	Inhibitory	I-2	MPN	-0.14
-1708x-100	-1708.236772	-100.1632047	Inhibitory	I-11	MPN	-0.14
-1704x-135	-1704.305903	-135.469496	Excitatory	E-12	MPN	-0.14
-1697x-123	-1696.918767	-123.4654502	Excitatory	E-12	MPN	-0.14
-1692x-247	-1692.092074	-246.5475319	Inhibitory	I-12	MPN	-0.14
-1690x-216	-1690.253061	-216.2813664	Endothelial 1		MPN	-0.14
-1686x-102	-1686.462	-102.0963614	Astrocyte		MPN	-0.14
-1681x-94	-1680.646089	-93.63555614	Excitatory	E-12	MPN	-0.14
-1679x-220	-1678.990311	-220.0238079	Excitatory	E-15	MPN	-0.14
-1671x-234	-1670.699973	-234.197842	Astrocyte		MPN	-0.14
-1667x-148	-1667.342595	-148.0220697	Inhibitory	I-11	MPN	-0.14
-1667x-125	-1666.951483	-125.0000723	Excitatory	E-12	MPN	-0.14
-1663x-232	-1663.051481	-232.0577685	Inhibitory	I-12	MPN	-0.14
